"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","26","transactionPersistence_shouldIncludeAllFields","","","passed","","","com.upi.integration.TransferServiceIntegrationTest$DatabaseIntegrationTests","com.upi.integration.TransferServiceIntegrationTest$DatabaseIntegrationTests",""
"","3","servicesShouldNotDependOnControllers","","","passed","","","com.upi.architecture.ArchitectureTest","com.upi.architecture.ArchitectureTest",""
"","2","chargeCalculationWorks","","","passed","","","com.upi.unit.smoke.SmokeTest","com.upi.unit.smoke.SmokeTest",""
"","24","step3_initiateTransfer","","","passed","","","com.upi.e2e.UserJourneyE2ETest$CompleteFundTransferJourney","com.upi.e2e.UserJourneyE2ETest$CompleteFundTransferJourney",""
"","14","transferWithRemarks_shouldSucceed","","","passed","","","com.upi.api.TransferControllerApiTest$TransferEndpointTests","com.upi.api.TransferControllerApiTest$TransferEndpointTests",""
"","11","chargeResult_isFreeTransactionShouldWork","","","passed","","","com.upi.unit.contract.ContractTest$ChargeResultContractTests","com.upi.unit.contract.ContractTest$ChargeResultContractTests",""
"","3","transactionEntity_shouldHaveAllFields","","","passed","","","com.upi.unit.contract.ContractTest$TransactionEntityContractTests","com.upi.unit.contract.ContractTest$TransactionEntityContractTests",""
"","10","invalidPayerVpaFormat_shouldReturn400","","","passed","","","com.upi.api.TransferControllerApiTest$TransferEndpointTests","com.upi.api.TransferControllerApiTest$TransferEndpointTests",""
"","4","exceptionsShouldBeInExceptionPackage","","","passed","","","com.upi.architecture.ArchitectureTest","com.upi.architecture.ArchitectureTest",""
"","2","chargeResult_shouldHaveAllFields","","","passed","","","com.upi.unit.contract.ContractTest$ChargeResultContractTests","com.upi.unit.contract.ContractTest$ChargeResultContractTests",""
"","9","step2_validatePayeeVpa","","","passed","","","com.upi.e2e.UserJourneyE2ETest$CompleteFundTransferJourney","com.upi.e2e.UserJourneyE2ETest$CompleteFundTransferJourney",""
"","7","negativeAmount_shouldReturn400","","","passed","","","com.upi.api.TransferControllerApiTest$TransferEndpointTests","com.upi.api.TransferControllerApiTest$TransferEndpointTests",""
"","131","step1_p2mTransferWithCharges","","","passed","","","com.upi.e2e.UserJourneyE2ETest$MerchantPaymentJourney","com.upi.e2e.UserJourneyE2ETest$MerchantPaymentJourney",""
"","3","vpaValidationWorks","","","passed","","","com.upi.unit.smoke.SmokeTest","com.upi.unit.smoke.SmokeTest",""
"","40","apiError_timestampShouldBeAutoSet","","","passed","","","com.upi.unit.contract.ContractTest$ApiErrorContractTests","com.upi.unit.contract.ContractTest$ApiErrorContractTests",""
"","796","invalidVpa_shouldReturnErrors","","","passed","","","com.upi.api.TransferControllerApiTest$VpaValidationEndpointTests","com.upi.api.TransferControllerApiTest$VpaValidationEndpointTests",""
"","21","shouldThrowForNonExistentTransaction","","","passed","","","com.upi.integration.TransferServiceIntegrationTest$TransactionStatusTests","com.upi.integration.TransferServiceIntegrationTest$TransactionStatusTests",""
"","6","controllersShouldOnlyDependOnServicesAndDtos","","","failed","","","com.upi.architecture.ArchitectureTest","com.upi.architecture.ArchitectureTest",""
"","11","validVpa_shouldReturnSuccess","","","passed","","","com.upi.api.TransferControllerApiTest$VpaValidationEndpointTests","com.upi.api.TransferControllerApiTest$VpaValidationEndpointTests",""
"","4","controllersShouldHaveControllerSuffix","","","passed","","","com.upi.architecture.ArchitectureTest","com.upi.architecture.ArchitectureTest",""
"","16","quickVpaValidation_shouldWork","","","passed","","","com.upi.api.TransferControllerApiTest$VpaValidationEndpointTests","com.upi.api.TransferControllerApiTest$VpaValidationEndpointTests",""
"","1","controllersShouldBeAnnotatedWithRestController","","","passed","","","com.upi.architecture.ArchitectureTest","com.upi.architecture.ArchitectureTest",""
"","198","newVpa_shouldReturnEmptyArray","","","passed","","","com.upi.api.TransferControllerApiTest$HistoryEndpointTests","com.upi.api.TransferControllerApiTest$HistoryEndpointTests",""
"","14","entitiesShouldOnlyBeAccessedByRepositoriesAndServices","","","passed","","","com.upi.architecture.ArchitectureTest","com.upi.architecture.ArchitectureTest",""
"","52","allEndpoints_shouldBeAccessible","","","passed","","","com.upi.e2e.UserJourneyE2ETest$SystemHealthJourney","com.upi.e2e.UserJourneyE2ETest$SystemHealthJourney",""
"","9","emptyBody_shouldReturn400","","","passed","","","com.upi.api.TransferControllerApiTest$ErrorHandlingTests","com.upi.api.TransferControllerApiTest$ErrorHandlingTests",""
"","21","errorResponse_shouldHaveStandardStructure","","","passed","","","com.upi.api.TransferControllerApiTest$ResponseStructureTests","com.upi.api.TransferControllerApiTest$ResponseStructureTests",""
"","2","vpaUtilityMethodsWork","","","passed","","","com.upi.unit.smoke.SmokeTest","com.upi.unit.smoke.SmokeTest",""
"","1","transaction_createdAtShouldBeAutoSet","","","passed","","","com.upi.unit.contract.ContractTest$TransactionEntityContractTests","com.upi.unit.contract.ContractTest$TransactionEntityContractTests",""
"","50","concurrentTransfers_shouldGenerateUniqueRefs","","","passed","","","com.upi.integration.TransferServiceIntegrationTest$ConcurrentOperationTests","com.upi.integration.TransferServiceIntegrationTest$ConcurrentOperationTests",""
"","2","servicesShouldBeAnnotatedWithService","","","passed","","","com.upi.architecture.ArchitectureTest","com.upi.architecture.ArchitectureTest",""
"","12","wrongContentType_shouldReturn415","","","passed","","","com.upi.api.TransferControllerApiTest$ErrorHandlingTests","com.upi.api.TransferControllerApiTest$ErrorHandlingTests",""
"","25","nonExistentTransaction_shouldReturn404","","","passed","","","com.upi.api.TransferControllerApiTest$StatusEndpointTests","com.upi.api.TransferControllerApiTest$StatusEndpointTests",""
"","2","transferRequest_shouldHaveAllFields","","","passed","","","com.upi.unit.contract.ContractTest$TransferRequestContractTests","com.upi.unit.contract.ContractTest$TransferRequestContractTests",""
"","8","amountBelowMinimum_shouldReturn400","","","passed","","","com.upi.api.TransferControllerApiTest$TransferEndpointTests","com.upi.api.TransferControllerApiTest$TransferEndpointTests",""
"","47","transfer_shouldPersistCharges","","","passed","","","com.upi.integration.TransferServiceIntegrationTest$CompleteTransferFlowTests","com.upi.integration.TransferServiceIntegrationTest$CompleteTransferFlowTests",""
"","4","validationRequest_shouldHaveVpaField","","","passed","","","com.upi.unit.contract.ContractTest$ValidationRequestContractTests","com.upi.unit.contract.ContractTest$ValidationRequestContractTests",""
"","2","transactionTypeFreeCheck","","","passed","","","com.upi.unit.smoke.SmokeTest","com.upi.unit.smoke.SmokeTest",""
"","2","controllersShouldNotHaveAutowiredFields","","","passed","","","com.upi.architecture.ArchitectureTest","com.upi.architecture.ArchitectureTest",""
"","34","servicesShouldNotHaveAutowiredFields","","","passed","","","com.upi.architecture.ArchitectureTest","com.upi.architecture.ArchitectureTest",""
"","1","transferResponse_timestampShouldBeAutoSet","","","passed","","","com.upi.unit.contract.ContractTest$TransferResponseContractTests","com.upi.unit.contract.ContractTest$TransferResponseContractTests",""
"","1","p2mChargesWork","","","passed","","","com.upi.unit.smoke.SmokeTest","com.upi.unit.smoke.SmokeTest",""
"","4","transferResponse_shouldHaveAllFields","","","passed","","","com.upi.unit.contract.ContractTest$TransferResponseContractTests","com.upi.unit.contract.ContractTest$TransferResponseContractTests",""
"","6","dtosShouldBeInDtoPackage","","","failed","","","com.upi.architecture.ArchitectureTest","com.upi.architecture.ArchitectureTest",""
"","31","completeP2PTransfer_shouldWork","","","passed","","","com.upi.integration.TransferServiceIntegrationTest$CompleteTransferFlowTests","com.upi.integration.TransferServiceIntegrationTest$CompleteTransferFlowTests",""
"","1","transferRequest_defaultTypeShouldBeP2P","","","passed","","","com.upi.unit.contract.ContractTest$TransferRequestContractTests","com.upi.unit.contract.ContractTest$TransferRequestContractTests",""
"","37","servicesCanBeInstantiated","","","passed","","","com.upi.unit.smoke.SmokeTest","com.upi.unit.smoke.SmokeTest",""
"","2","transferResponse_constructorShouldWork","","","passed","","","com.upi.unit.contract.ContractTest$TransferResponseContractTests","com.upi.unit.contract.ContractTest$TransferResponseContractTests",""
"","97","multipleTransfers_shouldAllSucceed","","","passed","","","com.upi.e2e.UserJourneyE2ETest$MultipleTransactionsJourney","com.upi.e2e.UserJourneyE2ETest$MultipleTransactionsJourney",""
"","16","validTransferRequest_shouldReturn201","","","passed","","","com.upi.api.TransferControllerApiTest$TransferEndpointTests","com.upi.api.TransferControllerApiTest$TransferEndpointTests",""
"","9","step1_validatePayerVpa","","","passed","","","com.upi.e2e.UserJourneyE2ETest$CompleteFundTransferJourney","com.upi.e2e.UserJourneyE2ETest$CompleteFundTransferJourney",""
"","22","step5_verifyInHistory","","","passed","","","com.upi.e2e.UserJourneyE2ETest$CompleteFundTransferJourney","com.upi.e2e.UserJourneyE2ETest$CompleteFundTransferJourney",""
"","7","vpaComprehensiveValidationWorks","","","passed","","","com.upi.unit.smoke.SmokeTest","com.upi.unit.smoke.SmokeTest",""
"","2","apiError_shouldSupportFieldErrors","","","passed","","","com.upi.unit.contract.ContractTest$ApiErrorContractTests","com.upi.unit.contract.ContractTest$ApiErrorContractTests",""
"","229","shouldHaveNoCyclicDependencies","","","passed","","","com.upi.architecture.ArchitectureTest","com.upi.architecture.ArchitectureTest",""
"","10","invalidJson_shouldReturn400","","","passed","","","com.upi.api.TransferControllerApiTest$ErrorHandlingTests","com.upi.api.TransferControllerApiTest$ErrorHandlingTests",""
"","2","transaction_processingTimeShouldWork","","","passed","","","com.upi.unit.contract.ContractTest$TransactionEntityContractTests","com.upi.unit.contract.ContractTest$TransactionEntityContractTests",""
"","1","chargeCalculationEdgeCases","","","passed","","","com.upi.unit.smoke.SmokeTest","com.upi.unit.smoke.SmokeTest",""
"","913","attemptInvalidTransfer_shouldGetClearError","","","passed","","","com.upi.e2e.UserJourneyE2ETest$FailedTransferJourney","com.upi.e2e.UserJourneyE2ETest$FailedTransferJourney",""
"","15","attemptExceedingLimit_shouldGetClearError","","","passed","","","com.upi.e2e.UserJourneyE2ETest$FailedTransferJourney","com.upi.e2e.UserJourneyE2ETest$FailedTransferJourney",""
"","22","successResponse_shouldHaveAllFields","","","passed","","","com.upi.api.TransferControllerApiTest$ResponseStructureTests","com.upi.api.TransferControllerApiTest$ResponseStructureTests",""
"","42","multipleTransfers_shouldCreateSeparateTransactions","","","passed","","","com.upi.integration.TransferServiceIntegrationTest$CompleteTransferFlowTests","com.upi.integration.TransferServiceIntegrationTest$CompleteTransferFlowTests",""
"","16","p2mTransfer_shouldIncludeCharges","","","passed","","","com.upi.api.TransferControllerApiTest$TransferEndpointTests","com.upi.api.TransferControllerApiTest$TransferEndpointTests",""
"","12","healthCheck_shouldReturnUp","","","passed","","","com.upi.api.TransferControllerApiTest$HealthEndpointTests","com.upi.api.TransferControllerApiTest$HealthEndpointTests",""
"","9","samePayerAndPayee_shouldReturn400","","","passed","","","com.upi.api.TransferControllerApiTest$TransferEndpointTests","com.upi.api.TransferControllerApiTest$TransferEndpointTests",""
"","869","shouldFindByReference","","","passed","","","com.upi.integration.TransferServiceIntegrationTest$DatabaseIntegrationTests","com.upi.integration.TransferServiceIntegrationTest$DatabaseIntegrationTests",""
"","7","transferRequest_toStringShouldWork","","","passed","","","com.upi.unit.contract.ContractTest$TransferRequestContractTests","com.upi.unit.contract.ContractTest$TransferRequestContractTests",""
"","136","shouldEnforceLayeredArchitecture","","","failed","","","com.upi.architecture.ArchitectureTest","com.upi.architecture.ArchitectureTest",""
"","24","shouldRetrieveCompletedTransactionStatus","","","passed","","","com.upi.integration.TransferServiceIntegrationTest$TransactionStatusTests","com.upi.integration.TransferServiceIntegrationTest$TransactionStatusTests",""
"","38","shouldRetrieveTransactionHistory","","","passed","","","com.upi.integration.TransferServiceIntegrationTest$TransactionHistoryTests","com.upi.integration.TransferServiceIntegrationTest$TransactionHistoryTests",""
"","1","blockedPatternsDetected","","","passed","","","com.upi.unit.smoke.SmokeTest","com.upi.unit.smoke.SmokeTest",""
"","2","vpaNormalizationWorks","","","passed","","","com.upi.unit.smoke.SmokeTest","com.upi.unit.smoke.SmokeTest",""
"","181","existingVpa_shouldReturnHistory","","","passed","","","com.upi.api.TransferControllerApiTest$HistoryEndpointTests","com.upi.api.TransferControllerApiTest$HistoryEndpointTests",""
"","10","amountAboveMaximum_shouldReturn400","","","passed","","","com.upi.api.TransferControllerApiTest$TransferEndpointTests","com.upi.api.TransferControllerApiTest$TransferEndpointTests",""
"","32","existingTransaction_shouldReturn200","","","passed","","","com.upi.api.TransferControllerApiTest$StatusEndpointTests","com.upi.api.TransferControllerApiTest$StatusEndpointTests",""
