"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","28","historyForNewVPA_shouldBeEmpty","","","passed","","","com.upi.integration.TransferServiceIntegrationTest$TransactionHistoryTests","com.upi.integration.TransferServiceIntegrationTest$TransactionHistoryTests",""
"","2","vpaUtilityMethodsWork","","","passed","","","com.upi.unit.smoke.SmokeTest","com.upi.unit.smoke.SmokeTest",""
"","1","transferResponse_constructorShouldWork","","","passed","","","com.upi.unit.contract.ContractTest$TransferResponseContractTests","com.upi.unit.contract.ContractTest$TransferResponseContractTests",""
"","194","newVpa_shouldReturnEmptyArray","","","passed","","","com.upi.api.TransferControllerApiTest$HistoryEndpointTests","com.upi.api.TransferControllerApiTest$HistoryEndpointTests",""
"","2","validationResponse_emptyErrorsWarningsByDefault","","","passed","","","com.upi.unit.contract.ContractTest$ValidationResponseContractTests","com.upi.unit.contract.ContractTest$ValidationResponseContractTests",""
"","2","entitiesShouldBeInEntityPackage","","","passed","","","com.upi.architecture.ArchitectureTest","com.upi.architecture.ArchitectureTest",""
"","2","blockedPatternsDetected","","","passed","","","com.upi.unit.smoke.SmokeTest","com.upi.unit.smoke.SmokeTest",""
"","2","chargeResult_shouldHaveAllFields","","","passed","","","com.upi.unit.contract.ContractTest$ChargeResultContractTests","com.upi.unit.contract.ContractTest$ChargeResultContractTests",""
"","8","amountBelowMinimum_shouldReturn400","","","passed","","","com.upi.api.TransferControllerApiTest$TransferEndpointTests","com.upi.api.TransferControllerApiTest$TransferEndpointTests",""
"","3","validationResponse_shouldHaveAllFields","","","passed","","","com.upi.unit.contract.ContractTest$ValidationResponseContractTests","com.upi.unit.contract.ContractTest$ValidationResponseContractTests",""
"","2","transaction_createdAtShouldBeAutoSet","","","passed","","","com.upi.unit.contract.ContractTest$TransactionEntityContractTests","com.upi.unit.contract.ContractTest$TransactionEntityContractTests",""
"","4","controllersShouldHaveControllerSuffix","","","passed","","","com.upi.architecture.ArchitectureTest","com.upi.architecture.ArchitectureTest",""
"","8","missingPayerVpa_shouldReturn400","","","passed","","","com.upi.api.TransferControllerApiTest$TransferEndpointTests","com.upi.api.TransferControllerApiTest$TransferEndpointTests",""
"","813","attemptInvalidTransfer_shouldGetClearError","","","passed","","","com.upi.e2e.UserJourneyE2ETest$FailedTransferJourney","com.upi.e2e.UserJourneyE2ETest$FailedTransferJourney",""
"","2","servicesShouldBeAnnotatedWithService","","","passed","","","com.upi.architecture.ArchitectureTest","com.upi.architecture.ArchitectureTest",""
"","1","chargeCalculationEdgeCases","","","passed","","","com.upi.unit.smoke.SmokeTest","com.upi.unit.smoke.SmokeTest",""
"","2","repositoriesShouldHaveRepositorySuffix","","","passed","","","com.upi.architecture.ArchitectureTest","com.upi.architecture.ArchitectureTest",""
"","1","transaction_defaultStatusShouldBeInitiated","","","passed","","","com.upi.unit.contract.ContractTest$TransactionEntityContractTests","com.upi.unit.contract.ContractTest$TransactionEntityContractTests",""
"","1","validationRequest_shouldHaveVpaField","","","passed","","","com.upi.unit.contract.ContractTest$ValidationRequestContractTests","com.upi.unit.contract.ContractTest$ValidationRequestContractTests",""
"","12","invalidJson_shouldReturn400","","","passed","","","com.upi.api.TransferControllerApiTest$ErrorHandlingTests","com.upi.api.TransferControllerApiTest$ErrorHandlingTests",""
"","17","successResponse_shouldHaveAllFields","","","passed","","","com.upi.api.TransferControllerApiTest$ResponseStructureTests","com.upi.api.TransferControllerApiTest$ResponseStructureTests",""
"","94","multipleTransfers_shouldAllSucceed","","","passed","","","com.upi.e2e.UserJourneyE2ETest$MultipleTransactionsJourney","com.upi.e2e.UserJourneyE2ETest$MultipleTransactionsJourney",""
"","41","concurrentTransfers_shouldGenerateUniqueRefs","","","passed","","","com.upi.integration.TransferServiceIntegrationTest$ConcurrentOperationTests","com.upi.integration.TransferServiceIntegrationTest$ConcurrentOperationTests",""
"","836","shouldFindByReference","","","passed","","","com.upi.integration.TransferServiceIntegrationTest$DatabaseIntegrationTests","com.upi.integration.TransferServiceIntegrationTest$DatabaseIntegrationTests",""
"","2","transactionTypeFreeCheck","","","passed","","","com.upi.unit.smoke.SmokeTest","com.upi.unit.smoke.SmokeTest",""
"","51","allEndpoints_shouldBeAccessible","","","passed","","","com.upi.e2e.UserJourneyE2ETest$SystemHealthJourney","com.upi.e2e.UserJourneyE2ETest$SystemHealthJourney",""
"","3","transactionEntity_shouldHaveAllFields","","","passed","","","com.upi.unit.contract.ContractTest$TransactionEntityContractTests","com.upi.unit.contract.ContractTest$TransactionEntityContractTests",""
"","40","servicesShouldHaveServiceSuffix","","","passed","","","com.upi.architecture.ArchitectureTest","com.upi.architecture.ArchitectureTest",""
"","3","chargeCalculationWorks","","","passed","","","com.upi.unit.smoke.SmokeTest","com.upi.unit.smoke.SmokeTest",""
"","9","negativeAmount_shouldReturn400","","","passed","","","com.upi.api.TransferControllerApiTest$TransferEndpointTests","com.upi.api.TransferControllerApiTest$TransferEndpointTests",""
"","16","attemptExceedingLimit_shouldGetClearError","","","passed","","","com.upi.e2e.UserJourneyE2ETest$FailedTransferJourney","com.upi.e2e.UserJourneyE2ETest$FailedTransferJourney",""
"","37","shouldCountByStatus","","","passed","","","com.upi.integration.TransferServiceIntegrationTest$DatabaseIntegrationTests","com.upi.integration.TransferServiceIntegrationTest$DatabaseIntegrationTests",""
"","2","transferRequest_defaultTypeShouldBeP2P","","","passed","","","com.upi.unit.contract.ContractTest$TransferRequestContractTests","com.upi.unit.contract.ContractTest$TransferRequestContractTests",""
"","26","transactionPersistence_shouldIncludeAllFields","","","passed","","","com.upi.integration.TransferServiceIntegrationTest$DatabaseIntegrationTests","com.upi.integration.TransferServiceIntegrationTest$DatabaseIntegrationTests",""
"","30","existingTransaction_shouldReturn200","","","passed","","","com.upi.api.TransferControllerApiTest$StatusEndpointTests","com.upi.api.TransferControllerApiTest$StatusEndpointTests",""
"","2","controllersShouldBeAnnotatedWithRestController","","","passed","","","com.upi.architecture.ArchitectureTest","com.upi.architecture.ArchitectureTest",""
"","9","step1_validatePayerVpa","","","passed","","","com.upi.e2e.UserJourneyE2ETest$CompleteFundTransferJourney","com.upi.e2e.UserJourneyE2ETest$CompleteFundTransferJourney",""
"","13","quickVpaValidation_shouldWork","","","passed","","","com.upi.api.TransferControllerApiTest$VpaValidationEndpointTests","com.upi.api.TransferControllerApiTest$VpaValidationEndpointTests",""
"","29","shouldThrowForNonExistentTransaction","","","passed","","","com.upi.integration.TransferServiceIntegrationTest$TransactionStatusTests","com.upi.integration.TransferServiceIntegrationTest$TransactionStatusTests",""
"","2","repositoriesShouldNotDependOnControllers","","","passed","","","com.upi.architecture.ArchitectureTest","com.upi.architecture.ArchitectureTest",""
"","42","apiError_timestampShouldBeAutoSet","","","passed","","","com.upi.unit.contract.ContractTest$ApiErrorContractTests","com.upi.unit.contract.ContractTest$ApiErrorContractTests",""
"","9","wrongContentType_shouldReturn415","","","passed","","","com.upi.api.TransferControllerApiTest$ErrorHandlingTests","com.upi.api.TransferControllerApiTest$ErrorHandlingTests",""
"","5","chargeResult_isFreeTransactionShouldWork","","","passed","","","com.upi.unit.contract.ContractTest$ChargeResultContractTests","com.upi.unit.contract.ContractTest$ChargeResultContractTests",""
"","2","nullEmptyVpaHandling","","","passed","","","com.upi.unit.smoke.SmokeTest","com.upi.unit.smoke.SmokeTest",""
"","25","nonExistentTransaction_shouldReturn404","","","passed","","","com.upi.api.TransferControllerApiTest$StatusEndpointTests","com.upi.api.TransferControllerApiTest$StatusEndpointTests",""
"","54","servicesCanBeInstantiated","","","passed","","","com.upi.unit.smoke.SmokeTest","com.upi.unit.smoke.SmokeTest",""
