"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3","transferRequest_shouldHaveAllFields","","","passed","","","com.upi.unit.contract.ContractTest$TransferRequestContractTests","com.upi.unit.contract.ContractTest$TransferRequestContractTests",""
"","2","transactionEntity_shouldHaveAllFields","","","passed","","","com.upi.unit.contract.ContractTest$TransactionEntityContractTests","com.upi.unit.contract.ContractTest$TransactionEntityContractTests",""
"","45","apiError_timestampShouldBeAutoSet","","","passed","","","com.upi.unit.contract.ContractTest$ApiErrorContractTests","com.upi.unit.contract.ContractTest$ApiErrorContractTests",""
"","46","concurrentTransfers_shouldGenerateUniqueRefs","","","passed","","","com.upi.integration.TransferServiceIntegrationTest$ConcurrentOperationTests","com.upi.integration.TransferServiceIntegrationTest$ConcurrentOperationTests",""
"","9","invalidPayerVpaFormat_shouldReturn400","","","passed","","","com.upi.api.TransferControllerApiTest$TransferEndpointTests","com.upi.api.TransferControllerApiTest$TransferEndpointTests",""
"","28","historyForNewVPA_shouldBeEmpty","","","passed","","","com.upi.integration.TransferServiceIntegrationTest$TransactionHistoryTests","com.upi.integration.TransferServiceIntegrationTest$TransactionHistoryTests",""
"","28","step3_initiateTransfer","","","passed","","","com.upi.e2e.UserJourneyE2ETest$CompleteFundTransferJourney","com.upi.e2e.UserJourneyE2ETest$CompleteFundTransferJourney",""
"","914","shouldFindByReference","","","passed","","","com.upi.integration.TransferServiceIntegrationTest$DatabaseIntegrationTests","com.upi.integration.TransferServiceIntegrationTest$DatabaseIntegrationTests",""
"","2","transferRequest_defaultTypeShouldBeP2P","","","passed","","","com.upi.unit.contract.ContractTest$TransferRequestContractTests","com.upi.unit.contract.ContractTest$TransferRequestContractTests",""
"","6","controllersShouldHaveControllerSuffix","","","passed","","","com.upi.architecture.ArchitectureTest","com.upi.architecture.ArchitectureTest",""
"","8","transferResponse_shouldHaveAllFields","","","passed","","","com.upi.unit.contract.ContractTest$TransferResponseContractTests","com.upi.unit.contract.ContractTest$TransferResponseContractTests",""
"","13","attemptExceedingLimit_shouldGetClearError","","","passed","","","com.upi.e2e.UserJourneyE2ETest$FailedTransferJourney","com.upi.e2e.UserJourneyE2ETest$FailedTransferJourney",""
"","1","transferResponse_timestampShouldBeAutoSet","","","passed","","","com.upi.unit.contract.ContractTest$TransferResponseContractTests","com.upi.unit.contract.ContractTest$TransferResponseContractTests",""
"","2","apiError_shouldSupportFieldErrors","","","passed","","","com.upi.unit.contract.ContractTest$ApiErrorContractTests","com.upi.unit.contract.ContractTest$ApiErrorContractTests",""
"","2","exceptionClassesShouldExtendException","","","passed","","","com.upi.architecture.ArchitectureTest","com.upi.architecture.ArchitectureTest",""
"","10","emptyBody_shouldReturn400","","","passed","","","com.upi.api.TransferControllerApiTest$ErrorHandlingTests","com.upi.api.TransferControllerApiTest$ErrorHandlingTests",""
"","16","healthCheck_shouldReturnUp","","","passed","","","com.upi.api.TransferControllerApiTest$HealthEndpointTests","com.upi.api.TransferControllerApiTest$HealthEndpointTests",""
"","25","errorResponse_shouldHaveStandardStructure","","","passed","","","com.upi.api.TransferControllerApiTest$ResponseStructureTests","com.upi.api.TransferControllerApiTest$ResponseStructureTests",""
"","1","knownBankHandlesRecognized","","","passed","","","com.upi.unit.smoke.SmokeTest","com.upi.unit.smoke.SmokeTest",""
"","2","validationResponse_emptyErrorsWarningsByDefault","","","passed","","","com.upi.unit.contract.ContractTest$ValidationResponseContractTests","com.upi.unit.contract.ContractTest$ValidationResponseContractTests",""
"","9","negativeAmount_shouldReturn400","","","passed","","","com.upi.api.TransferControllerApiTest$TransferEndpointTests","com.upi.api.TransferControllerApiTest$TransferEndpointTests",""
"","24","shouldRetrieveCompletedTransactionStatus","","","passed","","","com.upi.integration.TransferServiceIntegrationTest$TransactionStatusTests","com.upi.integration.TransferServiceIntegrationTest$TransactionStatusTests",""
"","3","vpaValidationWorks","","","passed","","","com.upi.unit.smoke.SmokeTest","com.upi.unit.smoke.SmokeTest",""
"","3","chargeResult_shouldHaveAllFields","","","passed","","","com.upi.unit.contract.ContractTest$ChargeResultContractTests","com.upi.unit.contract.ContractTest$ChargeResultContractTests",""
"","2","servicesShouldBeAnnotatedWithService","","","passed","","","com.upi.architecture.ArchitectureTest","com.upi.architecture.ArchitectureTest",""
"","1","vpaUtilityMethodsWork","","","passed","","","com.upi.unit.smoke.SmokeTest","com.upi.unit.smoke.SmokeTest",""
"","6","chargeResult_isFreeTransactionShouldWork","","","passed","","","com.upi.unit.contract.ContractTest$ChargeResultContractTests","com.upi.unit.contract.ContractTest$ChargeResultContractTests",""
"","7","apiError_shouldHaveAllFields","","","passed","","","com.upi.unit.contract.ContractTest$ApiErrorContractTests","com.upi.unit.contract.ContractTest$ApiErrorContractTests",""
"","168","step4_checkTransactionStatus","","","passed","","","com.upi.e2e.UserJourneyE2ETest$CompleteFundTransferJourney","com.upi.e2e.UserJourneyE2ETest$CompleteFundTransferJourney",""
"","11","validVpa_shouldReturnSuccess","","","passed","","","com.upi.api.TransferControllerApiTest$VpaValidationEndpointTests","com.upi.api.TransferControllerApiTest$VpaValidationEndpointTests",""
"","41","shouldRetrieveTransactionHistory","","","passed","","","com.upi.integration.TransferServiceIntegrationTest$TransactionHistoryTests","com.upi.integration.TransferServiceIntegrationTest$TransactionHistoryTests",""
"","9","step1_validatePayerVpa","","","passed","","","com.upi.e2e.UserJourneyE2ETest$CompleteFundTransferJourney","com.upi.e2e.UserJourneyE2ETest$CompleteFundTransferJourney",""
"","5","servicesShouldNotDependOnControllers","","","passed","","","com.upi.architecture.ArchitectureTest","com.upi.architecture.ArchitectureTest",""
"","3","entitiesShouldNotDependOnServices","","","passed","","","com.upi.architecture.ArchitectureTest","com.upi.architecture.ArchitectureTest",""
"","2","validationRequest_shouldHaveVpaField","","","passed","","","com.upi.unit.contract.ContractTest$ValidationRequestContractTests","com.upi.unit.contract.ContractTest$ValidationRequestContractTests",""
"","89","multipleTransfers_shouldAllSucceed","","","passed","","","com.upi.e2e.UserJourneyE2ETest$MultipleTransactionsJourney","com.upi.e2e.UserJourneyE2ETest$MultipleTransactionsJourney",""
"","12","amountAboveMaximum_shouldReturn400","","","passed","","","com.upi.api.TransferControllerApiTest$TransferEndpointTests","com.upi.api.TransferControllerApiTest$TransferEndpointTests",""
"","4","validationResponse_shouldHaveAllFields","","","passed","","","com.upi.unit.contract.ContractTest$ValidationResponseContractTests","com.upi.unit.contract.ContractTest$ValidationResponseContractTests",""
"","32","completeP2PTransfer_shouldWork","","","passed","","","com.upi.integration.TransferServiceIntegrationTest$CompleteTransferFlowTests","com.upi.integration.TransferServiceIntegrationTest$CompleteTransferFlowTests",""
"","1","nullEmptyVpaHandling","","","passed","","","com.upi.unit.smoke.SmokeTest","com.upi.unit.smoke.SmokeTest",""
"","22","p2mTransfer_shouldIncludeCharges","","","passed","","","com.upi.api.TransferControllerApiTest$TransferEndpointTests","com.upi.api.TransferControllerApiTest$TransferEndpointTests",""
"","20","successResponse_shouldHaveAllFields","","","passed","","","com.upi.api.TransferControllerApiTest$ResponseStructureTests","com.upi.api.TransferControllerApiTest$ResponseStructureTests",""
"","217","shouldHaveNoCyclicDependencies","","","passed","","","com.upi.architecture.ArchitectureTest","com.upi.architecture.ArchitectureTest",""
"","2","transferResponse_constructorShouldWork","","","passed","","","com.upi.unit.contract.ContractTest$TransferResponseContractTests","com.upi.unit.contract.ContractTest$TransferResponseContractTests",""
"","863","invalidVpa_shouldReturnErrors","","","passed","","","com.upi.api.TransferControllerApiTest$VpaValidationEndpointTests","com.upi.api.TransferControllerApiTest$VpaValidationEndpointTests",""
"","1","blockedPatternsDetected","","","passed","","","com.upi.unit.smoke.SmokeTest","com.upi.unit.smoke.SmokeTest",""
"","7","vpaComprehensiveValidationWorks","","","passed","","","com.upi.unit.smoke.SmokeTest","com.upi.unit.smoke.SmokeTest",""
"","2","validationRequest_defaultConstructorShouldWork","","","passed","","","com.upi.unit.contract.ContractTest$ValidationRequestContractTests","com.upi.unit.contract.ContractTest$ValidationRequestContractTests",""
"","7","transaction_toStringShouldWork","","","passed","","","com.upi.unit.contract.ContractTest$TransactionEntityContractTests","com.upi.unit.contract.ContractTest$TransactionEntityContractTests",""
"","2","transactionStatus_shouldHaveAllValues","","","passed","","","com.upi.unit.contract.ContractTest$TransactionEntityContractTests","com.upi.unit.contract.ContractTest$TransactionEntityContractTests",""
